lsoa11,Trips per hour (2006/08),Trips per hour (2010),Trips per hour (2023),Trips per hour change: 2006/08-2023,Trips per hour change: 2010-2023,Trips per hour % change: 2006/08-2023,Trips per hour % change: 2010-2023,Trips per hour change rank (2006/08-2023),Trips per hour change rank (2010-2023)
E01024820,4,2,2,-2,-1,-57.6%,-33.1%,"12,250","22,750"
E01024821,11,11,9,-3,-3,-22.3%,-22.3%,"29,166","27,489"
E01024822,9,9,8,-1,-1,-11.0%,-11.0%,"32,612","31,486"
E01024823,55,56,34,-21,-22,-38.1%,-38.7%,"22,444","20,075"
E01024824,4,2,2,-2,-1,-57.6%,-33.1%,"12,250","22,750"
E01024825,5,5,13,8,8,160.4%,160.4%,"41,593","41,562"
E01024826,5,5,4,-2,-1,-31.3%,-26.9%,"25,515","25,560"
E01024827,4,4,2,-2,-1,-44.3%,-40.4%,"19,364","19,085"
E01024828,5,5,4,-2,-1,-31.3%,-26.9%,"25,515","25,560"
E01024829,8,7,6,-1,-1,-18.9%,-18.3%,"30,371","29,042"
E01024830,15,15,9,-6,-6,-39.4%,-39.4%,"21,848","19,720"
E01024831,12,15,9,-3,-6,-23.1%,-39.4%,"28,892","19,693"
E01024832,17,17,13,-4,-4,-21.9%,-21.9%,"29,318","27,669"
E01024833,44,50,34,-10,-16,-23.5%,-32.7%,"28,710","22,943"
E01024834,13,14,10,-3,-4,-25.2%,-29.6%,"28,085","24,370"
E01024835,19,22,16,-3,-5,-14.5%,-25.0%,"31,660","26,366"
E01024836,8,8,6,-2,-2,-23.3%,-28.0%,"28,803","25,051"
E01024837,15,13,10,-5,-3,-31.8%,-24.8%,"25,298","26,470"
E01024838,14,14,11,-4,-3,-25.9%,-23.1%,"27,797","27,220"
E01024839,7,7,7,0,0,1.9%,1.9%,"35,808","34,926"
E01024840,13,13,9,-4,-4,-30.6%,-32.2%,"25,822","23,167"
E01024841,6,6,3,-3,-3,-52.4%,-51.2%,"14,929","13,677"
E01024842,9,9,7,-2,-2,-25.7%,-25.7%,"27,881","26,066"
E01024843,11,9,9,-2,0,-20.8%,0.7%,"29,701","34,650"
E01024844,12,13,9,-2,-3,-18.1%,-25.5%,"30,629","26,161"
E01024845,18,21,16,-3,-5,-13.7%,-24.7%,"31,888","26,502"
E01024846,12,13,9,-2,-3,-18.1%,-25.5%,"30,629","26,161"
E01024847,8,7,6,-2,-1,-23.3%,-19.0%,"28,806","28,785"
E01024848,10,12,9,-1,-3,-13.1%,-26.1%,"32,068","25,891"
E01024849,11,12,9,-2,-3,-14.8%,-22.5%,"31,590","27,420"
E01024850,13,12,9,-4,-3,-28.7%,-23.9%,"26,667","26,893"
E01024851,7,8,4,-4,-4,-49.3%,-54.6%,"16,656","11,775"
E01024852,6,8,4,-2,-4,-38.3%,-54.8%,"22,353","11,675"
E01024853,8,8,4,-4,-5,-53.8%,-56.9%,"14,224","10,565"
E01024854,12,12,9,-3,-3,-25.8%,-23.4%,"27,837","27,106"
E01024855,37,36,55,18,19,46.9%,54.9%,"40,182","40,280"
E01024856,62,52,22,-40,-30,-64.3%,-57.8%,"8,850","10,145"
E01024857,71,59,22,-49,-37,-69.1%,-62.7%,"6,587","7,713"
E01024858,113,106,56,-57,-50,-50.5%,-47.4%,"16,028","15,640"
E01024859,9,8,4,-4,-3,-50.2%,-44.1%,"16,164","17,266"
E01024860,9,8,5,-4,-3,-47.3%,-41.2%,"17,733","18,723"
E01024861,14,13,8,-5,-4,-39.3%,-33.6%,"21,857","22,516"
E01024862,12,11,7,-4,-4,-37.9%,-33.9%,"22,540","22,367"
E01024863,32,31,10,-22,-21,-69.4%,-68.2%,"6,432","5,161"
E01024864,35,33,11,-24,-22,-68.3%,-66.7%,"6,979","5,832"
E01024865,32,31,10,-22,-21,-69.4%,-68.2%,"6,432","5,161"
E01024866,32,31,10,-22,-21,-69.6%,-68.4%,"6,368","5,062"
E01024867,32,31,10,-23,-21,-70.0%,-68.6%,"6,192","4,952"
E01024868,4,3,2,-3,-1,-63.6%,-47.9%,"9,169","15,368"
E01024869,37,32,12,-25,-20,-68.4%,-63.7%,"6,932","7,192"
E01024870,29,24,9,-20,-15,-70.2%,-63.5%,"6,054","7,310"
E01024871,21,21,9,-12,-12,-57.4%,-57.3%,"12,356","10,371"
E01024872,9,12,3,-6,-9,-69.2%,-77.8%,"6,573","1,684"
E01024873,21,21,9,-12,-12,-57.4%,-57.2%,"12,356","10,395"
E01024874,28,30,11,-17,-19,-59.9%,-62.5%,"11,050","7,805"
E01024875,56,48,19,-37,-29,-65.7%,-60.5%,"8,154","8,780"
E01024876,59,50,21,-38,-30,-64.9%,-59.2%,"8,563","9,438"
E01024877,113,106,56,-57,-50,-50.5%,-47.4%,"16,012","15,621"
E01024878,22,24,10,-11,-14,-52.6%,-57.5%,"14,861","10,285"
E01024879,34,34,19,-15,-16,-45.3%,-45.9%,"18,814","16,402"
E01024880,34,35,18,-15,-17,-45.3%,-47.3%,"18,803","15,662"
E01024881,30,32,14,-15,-18,-51.9%,-56.3%,"15,247","10,867"
E01024882,32,35,17,-16,-18,-48.7%,-52.5%,"16,963","12,957"
E01024883,19,20,10,-9,-11,-48.0%,-52.1%,"17,337","13,182"
E01024884,25,28,14,-12,-15,-46.7%,-52.4%,"18,100","12,984"
E01024885,26,29,14,-12,-15,-45.4%,-51.4%,"18,747","13,559"
E01024886,25,28,14,-12,-15,-46.0%,-52.0%,"18,459","13,248"
E01024887,7,5,4,-3,-1,-39.1%,-19.1%,"21,985","28,730"
E01024888,8,8,4,-4,-4,-52.3%,-47.8%,"14,999","15,419"
E01024889,19,21,10,-9,-11,-47.7%,-51.8%,"17,517","13,337"
E01024890,25,28,14,-12,-15,-45.9%,-51.9%,"18,520","13,301"
E01024891,59,62,22,-37,-40,-62.7%,-64.1%,"9,680","7,001"
E01024892,17,23,9,-8,-14,-46.8%,-59.3%,"18,002","9,371"
E01024893,59,51,21,-37,-30,-63.5%,-58.4%,"9,227","9,837"
E01024894,14,13,9,-5,-4,-35.1%,-28.5%,"23,858","24,856"
E01024895,63,62,22,-41,-40,-65.0%,-64.3%,"8,481","6,893"
E01024896,40,36,15,-25,-22,-63.4%,-59.7%,"9,291","9,140"
E01024897,60,62,23,-38,-39,-62.5%,-63.4%,"9,735","7,348"
E01024898,60,62,23,-38,-39,-62.5%,-63.4%,"9,739","7,352"
E01024899,12,17,7,-5,-10,-43.7%,-59.8%,"19,647","9,124"
E01024900,13,15,7,-6,-8,-47.7%,-54.0%,"17,541","12,081"
E01024901,22,21,12,-10,-9,-46.8%,-43.3%,"18,033","17,675"
E01024902,12,9,7,-4,-1,-37.6%,-15.8%,"22,710","29,937"
E01024903,16,13,7,-9,-6,-55.4%,-47.2%,"13,366","15,727"
E01024904,11,10,5,-6,-5,-50.7%,-47.4%,"15,900","15,651"
E01024905,21,21,9,-12,-12,-57.4%,-57.3%,"12,356","10,371"
E01024906,48,44,41,-7,-3,-15.2%,-6.2%,"31,462","32,903"
E01024907,56,55,27,-29,-27,-51.6%,-50.0%,"15,398","14,293"
E01024908,42,43,22,-19,-20,-46.4%,-47.9%,"18,244","15,368"
E01024909,60,65,29,-30,-36,-50.7%,-54.9%,"15,857","11,662"
E01024910,22,22,9,-13,-13,-58.3%,-58.2%,"11,900","9,924"
E01024911,35,37,19,-16,-18,-46.2%,-49.8%,"18,328","14,408"
E01024912,30,31,15,-15,-17,-49.8%,-52.7%,"16,402","12,861"
E01024913,2,2,1,-1,-1,-46.2%,-46.2%,"18,365","16,285"
E01024914,1,1,1,0,0,6.7%,6.7%,"36,607","35,785"
E01024915,29,23,17,-12,-6,-41.2%,-25.6%,"20,868","26,131"
E01024916,33,23,17,-16,-6,-47.4%,-25.3%,"17,718","26,264"
E01024917,5,2,1,-3,-1,-73.7%,-38.9%,"4,508","19,974"
E01024918,27,23,17,-10,-6,-35.7%,-25.1%,"23,574","26,310"
E01024919,11,9,5,-6,-4,-52.2%,-43.1%,"15,062","17,766"
E01024920,12,10,6,-6,-4,-51.6%,-41.6%,"15,380","18,510"
E01024921,8,10,8,0,-2,5.2%,-17.2%,"36,385","29,418"
E01024922,23,16,5,-19,-11,-79.0%,-69.9%,"2,406","4,392"
E01024923,7,6,5,-2,-1,-29.2%,-11.5%,"26,413","31,347"
E01024924,24,18,12,-13,-6,-52.2%,-34.1%,"15,043","22,263"
E01024925,76,56,40,-36,-16,-47.0%,-28.3%,"17,934","24,948"
E01024926,4,3,3,-1,-1,-30.2%,-16.4%,"25,990","29,718"
E01024927,24,21,21,-4,-1,-15.5%,-4.2%,"31,402","33,392"
E01024928,7,8,4,-3,-4,-40.9%,-47.3%,"21,034","15,713"
E01024929,23,29,21,-2,-8,-8.6%,-27.5%,"33,316","25,298"
E01024930,23,29,21,-2,-8,-9.0%,-27.8%,"33,222","25,167"
E01024931,76,57,41,-36,-16,-47.0%,-28.5%,"17,904","24,837"
E01024932,3,5,3,0,-2,1.9%,-39.6%,"35,797","19,565"
E01024933,37,33,21,-16,-12,-44.0%,-37.2%,"19,472","20,817"
E01024934,11,11,8,-4,-3,-33.2%,-30.4%,"24,647","23,984"
E01024935,11,11,8,-4,-3,-32.1%,-30.3%,"25,161","24,030"
E01024936,76,56,40,-36,-16,-47.0%,-28.5%,"17,910","24,856"
E01024937,43,38,25,-17,-13,-40.5%,-33.5%,"21,291","22,580"
E01024938,36,22,29,-7,7,-19.4%,33.1%,"30,186","39,050"
E01024939,24,23,18,-6,-5,-24.5%,-21.7%,"28,367","27,765"
E01024940,76,56,40,-36,-16,-47.1%,-28.5%,"17,885","24,837"
E01024941,37,25,29,-8,4,-21.6%,17.6%,"29,434","37,465"
E01024942,17,14,7,-10,-7,-59.6%,-51.4%,"11,215","13,546"
E01024943,18,15,8,-10,-7,-54.9%,-47.5%,"13,637","15,582"
E01024944,4,1,2,-2,0,-54.7%,22.7%,"13,721","38,052"
E01024945,17,15,13,-5,-2,-26.5%,-15.4%,"27,554","30,064"
E01024946,20,20,18,-2,-2,-9.0%,-9.7%,"33,201","31,864"
E01024947,19,19,18,-1,-1,-4.6%,-3.1%,"34,343","33,678"
E01024948,19,19,18,-1,-1,-4.3%,-3.1%,"34,410","33,678"
E01024949,20,19,20,0,1,-2.0%,6.2%,"34,967","35,714"
E01024950,19,19,18,-1,-1,-3.4%,-2.8%,"34,628","33,773"
E01024951,19,19,19,1,1,3.2%,3.2%,"36,039","35,162"
E01024952,20,20,20,-1,-1,-3.7%,-4.2%,"34,541","33,408"
E01024953,19,19,19,1,1,3.1%,3.0%,"36,015","35,135"
E01024954,20,20,20,-1,-1,-3.2%,-3.7%,"34,663","33,529"
E01024955,20,20,20,-1,-1,-3.0%,-3.4%,"34,719","33,596"
E01024956,3,3,3,0,0,4.5%,-8.7%,"36,260","32,193"
E01024957,5,5,6,2,1,32.5%,19.9%,"39,379","37,750"
E01024958,5,5,6,2,1,32.5%,19.9%,"39,379","37,750"
E01024959,13,10,10,-4,0,-26.2%,-4.3%,"27,692","33,374"
E01024960,24,16,5,-19,-12,-79.0%,-70.0%,"2,400","4,355"
E01024961,13,10,10,-4,0,-26.1%,-4.0%,"27,714","33,458"
E01024962,24,16,5,-19,-12,-79.0%,-70.0%,"2,400","4,355"
E01024963,6,7,5,-1,-2,-22.4%,-26.7%,"29,152","25,628"
E01024964,2,2,2,0,0,-12.2%,-21.3%,"32,316","27,897"
E01024965,9,9,7,-3,-2,-28.7%,-25.3%,"26,643","26,252"
E01024966,5,5,5,-1,-1,-11.6%,-12.2%,"32,473","31,118"
E01024967,7,7,3,-4,-3,-50.4%,-48.8%,"16,050","14,894"
E01024968,7,7,4,-4,-3,-50.2%,-48.9%,"16,169","14,831"
E01024969,7,7,3,-4,-3,-51.0%,-49.5%,"15,702","14,574"
E01024970,10,9,5,-6,-5,-56.4%,-50.2%,"12,897","14,171"
E01024971,6,6,4,-2,-2,-38.4%,-39.6%,"22,329","19,554"
E01024972,8,8,4,-4,-3,-46.4%,-41.1%,"18,256","18,784"
E01024973,34,29,21,-13,-8,-38.4%,-27.9%,"22,312","25,113"
E01024974,11,17,10,-1,-7,-8.2%,-39.9%,"33,416","19,414"
E01024975,9,8,7,-2,-2,-25.6%,-20.2%,"27,930","28,351"
E01024976,4,4,4,0,0,-2.1%,9.1%,"34,956","36,208"
E01024977,22,23,21,-1,-2,-3.9%,-9.3%,"34,513","31,986"
E01024978,3,5,3,0,-2,-3.8%,-34.1%,"34,529","22,253"
E01024979,3,5,3,0,-2,-8.1%,-34.4%,"33,456","22,148"
E01024980,3,5,3,0,-1,0.6%,-31.3%,"35,576","23,594"
E01024981,39,43,16,-23,-27,-58.2%,-62.2%,"11,926","7,965"
E01024982,40,44,16,-24,-28,-59.2%,-62.9%,"11,419","7,596"
E01024983,40,44,16,-24,-28,-59.2%,-62.9%,"11,419","7,570"
E01024984,59,45,20,-39,-25,-66.0%,-56.1%,"8,003","10,990"
E01024985,38,37,18,-20,-19,-51.9%,-50.3%,"15,247","14,121"
E01024986,62,51,21,-41,-29,-65.6%,-58.0%,"8,184","10,056"
E01024987,62,50,21,-41,-29,-65.6%,-57.4%,"8,202","10,313"
E01024988,62,50,21,-40,-28,-65.5%,-57.2%,"8,231","10,406"
E01024989,28,30,13,-15,-17,-52.5%,-56.3%,"14,911","10,837"
E01024990,40,44,17,-23,-27,-58.1%,-61.7%,"11,974","8,190"
E01024991,40,44,17,-23,-27,-58.3%,-61.9%,"11,890","8,071"
E01024992,14,3,2,-12,-2,-88.4%,-53.7%,417,"12,261"
E01024993,7,8,5,-2,-3,-24.5%,-37.6%,"28,363","20,640"
E01024994,13,15,5,-8,-10,-64.2%,-69.5%,"8,878","4,567"
E01024995,13,16,5,-9,-11,-66.5%,-71.2%,"7,754","3,872"
E01024996,13,15,5,-8,-10,-64.3%,-69.5%,"8,838","4,567"
E01024997,15,19,7,-8,-12,-53.3%,-62.6%,"14,466","7,727"
E01024998,16,17,7,-8,-10,-54.2%,-58.0%,"14,012","10,031"
E01024999,15,17,7,-8,-10,-52.7%,-57.2%,"14,797","10,411"
E01025000,16,20,7,-8,-12,-54.1%,-63.4%,"14,042","7,357"
E01025001,16,10,5,-11,-5,-69.7%,-53.1%,"6,303","12,635"
E01025002,28,30,13,-15,-17,-52.4%,-56.4%,"14,954","10,825"
E01025003,23,30,13,-9,-17,-41.8%,-56.3%,"20,619","10,840"
E01025004,16,10,5,-11,-5,-69.6%,-53.1%,"6,357","12,621"
E01025005,16,10,5,-11,-5,-69.9%,-53.1%,"6,234","12,621"
E01025006,11,7,3,-8,-4,-70.3%,-54.7%,"6,014","11,755"
E01025007,18,19,7,-11,-11,-59.4%,-60.1%,"11,293","8,951"
E01025008,19,17,8,-11,-9,-58.0%,-53.1%,"12,051","12,601"
E01025009,18,19,7,-11,-11,-59.9%,-60.5%,"11,034","8,756"
E01025010,19,19,8,-11,-11,-57.5%,-57.9%,"12,320","10,104"
E01025011,19,19,8,-11,-11,-58.2%,-58.7%,"11,907","9,691"
E01025012,15,13,6,-9,-7,-61.8%,-56.5%,"10,122","10,757"
E01025013,15,13,6,-9,-7,-62.6%,-56.5%,"9,729","10,757"
E01025014,19,23,11,-8,-12,-40.9%,-51.4%,"21,043","13,565"
E01025015,9,9,4,-5,-5,-55.6%,-56.2%,"13,266","10,893"
E01025016,26,28,12,-14,-16,-54.7%,-57.3%,"13,729","10,371"
E01025017,26,28,12,-14,-16,-54.6%,-57.6%,"13,812","10,234"
E01025018,26,28,12,-14,-16,-54.1%,-57.4%,"14,035","10,335"
E01025019,8,9,4,-4,-5,-48.6%,-54.7%,"17,011","11,761"
E01025020,25,27,12,-13,-15,-53.3%,-56.8%,"14,474","10,614"
E01025021,19,27,10,-9,-17,-47.7%,-63.5%,"17,567","7,310"
E01025022,34,40,14,-20,-26,-57.8%,-64.2%,"12,140","6,966"
E01025023,12,10,5,-8,-5,-61.0%,-52.7%,"10,495","12,861"
E01025024,81,67,25,-57,-42,-69.9%,-63.3%,"6,234","7,411"
E01025025,10,10,7,-3,-3,-31.8%,-31.8%,"25,275","23,323"
E01025026,22,25,12,-11,-13,-47.8%,-53.8%,"17,468","12,209"
E01025027,30,23,8,-22,-14,-72.3%,-62.8%,"5,108","7,638"
E01025028,8,7,3,-5,-4,-60.7%,-53.1%,"10,653","12,585"
E01025029,16,17,9,-7,-9,-45.4%,-49.8%,"18,761","14,420"
E01025030,16,20,9,-7,-11,-45.4%,-56.0%,"18,780","11,031"
E01025031,16,11,5,-11,-6,-69.1%,-56.1%,"6,624","10,953"
E01025032,21,26,11,-11,-15,-50.2%,-59.1%,"16,200","9,455"
E01025033,27,35,15,-13,-20,-46.0%,-57.4%,"18,421","10,298"
E01025034,24,29,13,-12,-16,-47.2%,-55.9%,"17,809","11,077"
E01025035,33,25,8,-24,-16,-74.4%,-66.2%,"4,183","6,050"
E01025036,76,105,27,-49,-78,-64.4%,-74.2%,"8,818","2,754"
E01025037,31,27,8,-23,-18,-72.7%,-68.3%,"4,924","5,113"
E01025038,33,28,8,-25,-19,-75.4%,-70.4%,"3,744","4,195"
E01025039,33,28,8,-25,-20,-75.9%,-71.0%,"3,538","3,931"
E01025040,33,28,8,-25,-20,-75.4%,-70.5%,"3,730","4,149"
E01025041,37,72,27,-10,-45,-27.1%,-62.7%,"27,300","7,663"
E01025042,30,27,13,-17,-15,-57.3%,-53.8%,"12,407","12,237"
E01025044,27,50,13,-14,-37,-51.5%,-73.6%,"15,408","2,982"
E01025045,4,3,2,-2,-1,-43.5%,-30.7%,"19,742","23,824"
E01025046,28,53,15,-14,-38,-48.7%,-72.5%,"16,970","3,378"
E01025048,15,17,6,-8,-11,-56.8%,-62.6%,"12,678","7,733"
E01025049,15,17,6,-8,-11,-56.6%,-62.4%,"12,802","7,819"
E01025050,21,27,11,-10,-15,-46.2%,-57.5%,"18,365","10,256"
E01025051,8,7,4,-4,-3,-51.1%,-38.2%,"15,644","20,340"
E01025052,9,8,4,-5,-4,-52.8%,-48.9%,"14,737","14,850"
E01025053,8,8,4,-4,-3,-50.0%,-45.9%,"16,264","16,396"
E01025054,5,4,2,-2,-2,-51.4%,-47.7%,"15,467","15,498"
E01025055,14,25,11,-3,-13,-19.3%,-54.0%,"30,248","12,094"
E01025056,6,6,2,-4,-5,-72.0%,-73.6%,"5,232","2,969"
E01025057,33,38,17,-16,-20,-48.4%,-54.1%,"17,126","12,057"
E01025058,20,24,10,-10,-14,-51.3%,-59.3%,"15,557","9,349"
E01025059,24,28,12,-11,-16,-47.3%,-56.2%,"17,740","10,906"
E01025060,15,17,7,-7,-10,-51.0%,-58.8%,"15,720","9,618"
E01025061,13,18,7,-6,-10,-43.7%,-58.2%,"19,655","9,936"
E01025062,15,17,7,-7,-10,-50.5%,-58.0%,"16,001","10,018"
E01025063,15,17,7,-7,-10,-50.9%,-58.6%,"15,763","9,703"
E01025064,13,16,7,-6,-9,-44.1%,-55.1%,"19,418","11,508"
E01025065,15,17,7,-8,-10,-51.3%,-58.9%,"15,549","9,568"
E01025066,14,18,7,-7,-10,-47.0%,-58.1%,"17,910","9,976"
E01025067,76,105,20,-56,-85,-73.6%,-81.0%,"4,515",975
E01025068,76,105,27,-49,-78,-64.6%,-74.4%,"8,710","2,698"
E01025069,72,90,12,-59,-78,-82.6%,-86.2%,"1,287",370
E01025070,12,22,11,-2,-12,-14.6%,-52.3%,"31,630","13,031"
E01025071,12,22,11,-2,-11,-13.2%,-51.8%,"32,055","13,342"
E01025072,12,22,11,-2,-12,-15.4%,-52.5%,"31,442","12,968"
E01025073,12,22,11,-2,-12,-14.6%,-52.2%,"31,635","13,086"
E01025074,34,59,15,-19,-44,-56.5%,-74.7%,"12,841","2,588"
E01025075,21,38,12,-9,-26,-41.2%,-67.7%,"20,884","5,382"
E01025076,15,18,12,-2,-6,-16.3%,-31.2%,"31,179","23,630"
E01025077,25,46,11,-14,-35,-55.4%,-75.7%,"13,344","2,246"
E01025078,26,43,11,-16,-32,-59.1%,-74.9%,"11,451","2,530"
E01025079,28,46,10,-18,-37,-65.8%,-79.2%,"8,104","1,338"
E01025080,18,30,14,-4,-16,-21.5%,-52.5%,"29,450","12,928"
E01025081,26,43,11,-16,-32,-59.1%,-74.9%,"11,426","2,523"
E01025082,6,6,2,-5,-5,-73.3%,-73.4%,"4,655","3,037"
E01025083,30,28,13,-17,-15,-57.3%,-53.9%,"12,407","12,150"
E01025084,6,6,2,-5,-5,-73.0%,-73.2%,"4,763","3,103"
E01025085,11,9,9,-2,1,-14.1%,9.1%,"31,792","36,199"
E01025086,11,9,9,-2,1,-14.7%,8.0%,"31,617","36,030"
E01025087,11,9,9,-2,1,-14.1%,9.1%,"31,792","36,199"
E01025088,10,10,8,-3,-2,-25.8%,-22.3%,"27,846","27,495"
E01025089,11,12,7,-3,-4,-31.8%,-36.4%,"25,320","21,193"
E01025090,10,10,7,-3,-2,-26.9%,-22.9%,"27,399","27,274"
E01025091,8,8,4,-4,-4,-50.1%,-50.1%,"16,254","14,262"
E01025092,8,7,4,-4,-3,-45.1%,-39.8%,"18,936","19,460"
E01025093,61,60,56,-5,-4,-7.6%,-6.6%,"33,589","32,789"
E01025094,60,60,55,-5,-5,-8.1%,-8.8%,"33,448","32,145"
E01025095,9,9,6,-3,-2,-33.5%,-28.0%,"24,568","25,089"
E01025096,14,14,10,-4,-4,-28.8%,-28.1%,"26,616","25,026"
E01025097,4,4,4,-1,0,-14.0%,-6.4%,"31,825","32,857"
E01025098,14,14,10,-4,-4,-29.4%,-28.7%,"26,346","24,752"
E01025099,62,60,58,-4,-3,-6.4%,-4.2%,"33,864","33,400"
E01025100,3,4,3,0,0,5.1%,-8.2%,"36,374","32,351"
E01025101,5,4,6,1,1,13.2%,29.1%,"37,502","38,735"
E01025102,35,33,38,2,4,6.9%,12.5%,"36,633","36,745"
E01025103,2,2,1,0,0,-17.4%,-7.8%,"30,844","32,472"
E01025105,28,28,27,-2,-1,-5.8%,-5.1%,"34,022","33,184"
E01025106,8,8,6,-1,-1,-17.5%,-17.5%,"30,801","29,322"
E01025107,30,31,28,-2,-2,-5.8%,-6.9%,"34,026","32,719"
E01025108,6,5,4,-1,-1,-21.8%,-13.7%,"29,356","30,653"
E01025109,5,4,5,-1,0,-11.0%,5.5%,"32,612","35,610"
E01025110,25,22,28,3,6,12.9%,26.3%,"37,467","38,426"
E01025111,29,26,34,5,7,15.9%,26.8%,"37,812","38,478"
E01025112,29,27,33,4,7,14.8%,26.0%,"37,696","38,397"
E01025113,15,14,20,5,5,33.5%,37.4%,"39,469","39,367"
E01025114,16,14,21,5,7,34.2%,45.9%,"39,507","39,872"
E01025115,16,14,21,5,7,34.6%,46.4%,"39,537","39,899"
E01025116,15,14,21,5,7,34.7%,45.7%,"39,546","39,859"
E01025117,24,22,26,2,4,6.2%,18.2%,"36,543","37,545"
E01025118,25,22,26,1,4,5.9%,18.2%,"36,508","37,545"
E01025119,15,14,20,5,6,32.7%,43.7%,"39,394","39,748"
E01025120,24,22,26,2,4,6.3%,18.1%,"36,554","37,540"
E01025121,15,14,21,5,7,35.3%,46.7%,"39,591","39,921"
E01025122,15,14,21,6,7,38.3%,50.0%,"39,743","40,080"
E01025123,15,14,21,6,7,38.5%,50.0%,"39,760","40,080"
E01025124,15,14,21,6,7,38.5%,50.0%,"39,760","40,080"
E01025125,30,29,30,0,1,0.1%,1.8%,"35,444","34,892"
E01025126,18,15,13,-4,-1,-24.1%,-8.3%,"28,480","32,312"
E01025127,17,14,12,-5,-2,-29.8%,-14.8%,"26,184","30,288"
E01025128,36,34,39,3,5,7.6%,14.7%,"36,741","37,054"
E01025129,36,34,39,3,5,7.8%,14.9%,"36,761","37,087"
E01025130,9,10,5,-5,-5,-51.3%,-54.3%,"15,549","11,933"
E01025131,10,8,7,-3,-1,-29.6%,-9.3%,"26,297","32,001"
E01025132,10,8,2,-8,-5,-75.7%,-68.4%,"3,611","5,069"
E01025133,10,8,2,-8,-5,-76.5%,-69.5%,"3,295","4,567"
E01025136,28,26,28,0,2,-1.6%,7.7%,"35,051","35,969"
E01025137,13,13,17,4,4,26.5%,27.8%,"38,836","38,598"
E01025138,20,20,24,4,4,17.9%,18.7%,"38,052","37,609"
E01025139,29,27,34,5,7,16.0%,26.8%,"37,819","38,480"
E01025140,28,26,28,0,2,-1.5%,7.7%,"35,077","35,975"
E01025141,30,28,27,-3,-1,-8.5%,-3.4%,"33,348","33,601"
E01025142,29,28,27,-2,-1,-7.9%,-3.6%,"33,502","33,536"
E01025143,29,27,26,-2,-1,-8.5%,-3.6%,"33,354","33,538"
E01025144,17,18,19,2,1,11.5%,4.9%,"37,311","35,491"
E01025145,30,28,27,-2,-1,-7.9%,-3.3%,"33,509","33,622"
E01025146,30,28,28,-2,0,-6.2%,-0.6%,"33,916","34,337"
E01025147,32,30,30,-3,-1,-8.1%,-2.3%,"33,443","33,903"
E01025148,7,6,1,-6,-5,-81.8%,-78.6%,"1,492","1,492"
E01025149,19,19,9,-10,-10,-54.0%,-52.4%,"14,106","13,016"
E01025150,41,39,37,-3,-1,-7.5%,-3.0%,"33,607","33,705"
E01025151,50,47,41,-8,-6,-16.8%,-12.9%,"31,025","30,891"
E01025152,13,13,7,-5,-6,-42.5%,-45.0%,"20,243","16,825"
E01025153,27,25,30,3,6,11.2%,23.5%,"37,268","38,148"
E01025154,16,16,7,-9,-9,-56.2%,-55.7%,"12,989","11,163"
E01025155,25,22,29,4,7,17.2%,29.7%,"37,962","38,771"
E01025156,29,27,32,3,5,10.4%,18.9%,"37,156","37,630"
E01025157,26,22,29,2,6,9.2%,28.8%,"36,963","38,703"
E01025158,10,10,7,-3,-3,-29.2%,-25.4%,"26,430","26,231"
E01025159,15,15,9,-6,-6,-39.7%,-37.3%,"21,693","20,760"
E01025160,10,10,7,-3,-2,-26.9%,-23.2%,"27,399","27,162"
E01025161,9,6,7,-2,0,-23.1%,6.6%,"28,865","35,775"
E01025162,22,20,24,1,4,5.8%,20.8%,"36,490","37,853"
E01025163,23,20,24,1,4,5.1%,20.1%,"36,370","37,778"
E01025164,23,20,24,1,4,5.0%,20.0%,"36,346","37,771"
E01025165,23,21,28,5,7,20.4%,35.7%,"38,310","39,263"
E01025166,10,7,3,-8,-5,-75.2%,-64.6%,"3,831","6,756"
E01025167,13,9,5,-7,-4,-59.6%,-43.7%,"11,218","17,479"
E01025168,5,3,2,-3,-1,-58.4%,-32.2%,"11,844","23,151"
E01025169,8,8,4,-4,-4,-47.6%,-47.8%,"17,572","15,410"
E01025170,6,5,5,-1,0,-10.9%,-3.3%,"32,683","33,637"
E01025171,6,5,5,-1,0,-10.9%,-3.3%,"32,683","33,637"
E01025172,4,5,8,3,3,81.0%,49.9%,"41,215","40,076"
E01025173,16,17,21,5,4,29.7%,23.0%,"39,119","38,085"
E01025174,2,2,3,1,0,30.4%,18.1%,"39,190","37,535"
E01025175,5,5,5,-1,0,-10.6%,-1.9%,"32,760","34,010"
E01025176,5,5,5,0,0,-7.4%,2.3%,"33,636","35,005"
E01025177,4,4,3,-1,-1,-20.1%,-24.4%,"29,958","26,648"
E01025178,12,13,8,-5,-5,-38.0%,-39.5%,"22,498","19,651"
E01025179,12,13,8,-5,-5,-37.8%,-41.3%,"22,580","18,666"
E01025180,3,3,3,0,0,-9.3%,-7.9%,"33,121","32,444"
E01025181,31,34,16,-15,-18,-48.7%,-52.6%,"16,970","12,885"
E01025182,56,53,23,-33,-31,-59.3%,-57.4%,"11,331","10,322"
E01025183,32,35,16,-16,-18,-49.1%,-52.9%,"16,731","12,748"
E01025184,38,42,21,-17,-21,-44.6%,-49.6%,"19,161","14,547"
E01025185,41,41,14,-27,-27,-66.2%,-66.1%,"7,903","6,079"
