"msoa21","msoa21_name","heat_risk","social_risk","heat_enhanced_risk","lst_maxday_mean","lst_daynight_mean","lst_daynight_decile","airtemp_maxday_mean","airtemp_daynight_mean","airtemp_daynight_decile","under5","under5_pct","over75","over75_pct","people_of_colour","people_of_colour_pct","disabled_persons","disabled_persons_pct","life_expectancy_average","life_expectancy_decile","care_or_nursing_home_n","hospital_n","nurseries_n"
"E02003489","Bletchley West","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.09,27.82,2,39.18,28.97,3,473,0.0615404631798074,748,0.097319802237835,1426,0.187,1365,0.179,81.5,5,4,0,1
"E02003490","Bletchley South","highest heat risk","Highest heat risk","High heat and enhanced risk",40.26,26.51,5,39.28,28.86,3,931,0.0804736796611634,326,0.0281787535655631,3688,0.329,1727,0.154,76.8,1,2,1,3
"E02007012","Broughton West & Milton Keynes Village","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.17,26.47,5,39.71,29.11,3,652,0.0752105202445496,133,0.0153420233014188,3222,0.389,777,0.094,79.7,3,1,0,2
"E02007013","Broughton East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.78,27.01,4,39.76,28.89,3,972,0.0887266088544044,26,0.00237334550433592,4620,0.457,745,0.074,79.7,3,0,0,2
"E02007014","Kents Hill","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.14,27.11,4,39.71,29.03,3,459,0.0636086474501109,292,0.0404656319290466,1979,0.278,1007,0.141,79.7,3,2,0,4
"E02007015","Fairfields & Grange Farm","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.12,25.15,8,39.25,29.24,2,820,0.0813895781637717,274,0.0271960297766749,3206,0.332,1051,0.109,82.5,7,1,0,2
"E02007016","Shenley Wood & Crownhill","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.18,26.08,6,39.25,29.29,2,721,0.0759507005161698,428,0.0450858527335932,3634,0.395,1166,0.127,82.5,7,3,0,2
"E02006362","Ashtead East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.71,26.21,5,38.58,27.96,6,334,0.0487235594456601,820,0.11962071480671,635,0.092,951,0.138,86.1,10,0,1,1
"E02006363","Ashtead West","lower heat risk","Lowest heat risk","Lower heat risk",37.81,25.63,7,38.74,27.92,6,264,0.043557168784029,698,0.115162514436562,529,0.087,887,0.147,83.4,8,4,0,3
"E02006364","Leatherhead North","lower heat risk","Medium heat risk","Lower heat risk",38.91,25.65,7,38.81,27.83,7,574,0.0729074050552521,490,0.062238028705703,1106,0.144,1269,0.165,81.8,6,2,0,4
"E02006365","Leatherhead South & Ashtead South","lower heat risk","Lowest heat risk","Lower heat risk",38.88,25.96,6,38.56,27.63,7,273,0.0433195810853697,897,0.142335766423358,638,0.102,953,0.152,84.2,9,4,1,0
"E02006366","Fetcham","lower heat risk","Lowest heat risk","Lower heat risk",39.51,26.06,6,38.72,27.64,7,373,0.0463814971400149,923,0.114772444665506,559,0.07,1022,0.127,86.7,10,2,0,2
"E02006367","Bookham North","lower heat risk","Lowest heat risk","Lower heat risk",38,24.88,8,38.7,27.56,7,263,0.044358239163434,841,0.141845167819194,348,0.058,934,0.156,85,10,0,0,0
"E02006368","Bookham South","lower heat risk","Lowest heat risk","Lower heat risk",39.79,26.07,6,38.18,27.39,8,201,0.0351460045462493,824,0.144081133065221,302,0.053,926,0.163,85.6,10,3,0,1
"E02006369","Box Hill & Brockham","lower heat risk","Lowest heat risk","Lower heat risk",37.72,25.47,7,38.23,27.52,8,212,0.0337203753777636,957,0.152218864323207,225,0.036,1078,0.172,82.7,7,2,0,0
"E02006370","Dorking North & Westhumble","lower heat risk","Lowest heat risk","Lower heat risk",37.53,25.22,8,38.22,27.41,8,253,0.0395559724828018,669,0.104596622889306,411,0.065,830,0.131,82.1,6,3,0,3
"E02006371","Dorking South","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.22,26.23,5,38.17,27.26,8,304,0.0417066813005899,794,0.108931266291672,594,0.081,1144,0.156,81.7,6,6,2,1
"E02006372","Holmwoods","lower heat risk","Lowest heat risk","Lower heat risk",36.63,25.16,8,37.88,27.22,8,374,0.0591117433222696,529,0.0836099257151889,425,0.066,1069,0.167,84.5,9,2,0,0
"E02006373","Westcott, Ockley & Capel","lower heat risk","Lowest heat risk","Lower heat risk",36.93,25.4,7,37.5,27.1,8,295,0.0393123667377399,797,0.106210021321962,285,0.038,1087,0.145,83,7,2,0,1
"E02006374","Charlwood, Newdigate & Beare Green","lower heat risk","Lowest heat risk","Lower heat risk",38.96,25.59,7,38.8,27.24,8,299,0.0416144745998608,700,0.0974251913709116,286,0.041,1092,0.157,84.4,9,5,3,2
"E02004779","Fordingbridge, Rockbourne & Woodgreen","lower heat risk","Lowest heat risk","Lower heat risk",39.38,25.27,7,33.55,25.34,10,429,0.0392569546120059,1567,0.143393118594436,209,0.019,1877,0.172,83.5,8,3,0,3
"E02004780","Totton Calmore","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.36,27.28,3,33.91,26.29,9,354,0.0590196732244081,561,0.0935311770590197,208,0.035,1157,0.197,80.7,4,1,0,2
"E02004781","West Totton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.76,26.18,5,33.79,26.2,9,401,0.0499501743896363,588,0.0732436472346786,315,0.039,1254,0.157,86.8,10,4,0,0
"E02004782","Totton Town","lower heat risk","Medium heat risk","Lower heat risk",37.17,24.99,8,33.93,26.48,9,420,0.054510058403634,835,0.108371187540558,295,0.038,1574,0.203,82.9,7,4,0,6
"E02004783","Totton Rushington","lower heat risk","Lowest heat risk","Lower heat risk",39.54,25.82,6,33.84,26.36,9,344,0.0489261840420993,560,0.0796472763476035,211,0.03,1090,0.155,86.4,10,0,0,1
"E02004784","Ashurst & Cadnam","lower heat risk","Lowest heat risk","Lower heat risk",38.89,25.41,7,33.68,26.02,10,168,0.0301345291479821,904,0.162152466367713,182,0.032,1028,0.182,81.5,5,10,2,1
"E02004785","Lyndhurst & Minstead","lower heat risk","Lowest heat risk","Lower heat risk",37.17,25,8,33.3,25.42,10,133,0.0244935543278085,844,0.155432780847145,188,0.034,979,0.178,84.1,9,4,0,1
"E02004786","Marchwood & Dibden","lower heat risk","Lowest heat risk","Lower heat risk",36.56,24.35,9,33.47,26.45,9,399,0.0485933503836317,568,0.0691754962854707,475,0.058,1344,0.163,83.3,8,2,1,3
"E02004787","Hythe","lower heat risk","Lowest heat risk","Lower heat risk",36.2,24.24,9,33.21,26.37,9,251,0.0342288285831174,1271,0.173326060275467,174,0.024,1341,0.184,84.3,9,3,1,2
"E02004788","Ringwood North & Ibsley","lower heat risk","Lowest heat risk","Lower heat risk",37.67,25.08,8,33.19,24.48,10,242,0.0336111111111111,856,0.118888888888889,179,0.025,1232,0.171,83.6,8,5,1,3
"E02004789","Langdown & Dibden Purlieu","lower heat risk","Lowest heat risk","Lower heat risk",37.16,25.13,8,32.84,26.33,9,531,0.0499388695570394,1278,0.120191855544061,346,0.033,2054,0.197,83.8,9,2,0,1
"E02004790","Ringwood South","lower heat risk","Medium heat risk","Lower heat risk",38.72,25.45,7,33.09,23.83,10,422,0.0518109269490485,1057,0.129772866789441,295,0.036,1594,0.197,84.5,9,4,0,4
"E02004791","Holbury South","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.71,26.52,5,31.73,26.09,10,293,0.0526410348544736,434,0.0779734099892203,124,0.022,1165,0.21,82.5,7,1,0,3
"E02004792","Holbury North, Blackfield & Fawley","lower heat risk","Lowest heat risk","Lower heat risk",35.3,24.83,8,31.69,26.14,10,394,0.0463093559003291,1121,0.131758345086977,216,0.026,1510,0.179,84.4,9,3,0,2
"E02004793","Brockenhurst & Sway","lower heat risk","Lowest heat risk","Lower heat risk",37.7,24.83,8,32.75,24.81,10,227,0.0307296602138893,1242,0.168133206985244,213,0.029,1274,0.172,82.7,7,5,0,2
"E02004794","Bransgore & Burley","lower heat risk","Lowest heat risk","Lower heat risk",36.93,24.51,9,32.57,24.06,10,223,0.0321603691952697,898,0.129506778194404,185,0.027,1128,0.164,84.3,9,2,0,5
"E02004795","Lymington Town & Boldre","lower heat risk","Lowest heat risk","Lower heat risk",37.66,24.84,8,32.46,25.58,10,251,0.0289737966062565,1423,0.16426180307053,208,0.024,1494,0.175,84.3,9,1,0,3
"E02004796","Hordle & Bashley","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.7,26.22,5,31.3,24.39,10,374,0.0387564766839378,1675,0.173575129533679,209,0.022,1682,0.175,86.1,10,2,0,0
"E02004797","Lymington North & West","lower heat risk","Lowest heat risk","Lower heat risk",39.55,25.92,6,31.24,24.8,10,380,0.0472578037557518,851,0.105832607884591,276,0.034,1427,0.176,84.4,9,0,2,2
"E02004798","New Milton West","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.04,26.27,5,30.93,24.16,10,289,0.0469765929778934,717,0.116547464239272,267,0.043,1421,0.231,84.2,9,6,0,0
"E02004799","New Milton East","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.26,27.01,4,30.89,24.25,10,279,0.0351473922902494,1531,0.192869740488788,492,0.062,1838,0.231,82.9,7,9,0,3
"E02004800","Barton on Sea","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.65,26.39,5,30.43,24.18,10,108,0.0149584487534626,1858,0.257340720221607,222,0.03,1669,0.225,84,9,11,0,0
"E02004801","Milford & Lymington South","lower heat risk","Lowest heat risk","Lower heat risk",37.44,25.42,7,30.39,24.63,10,177,0.0230889642577615,1853,0.241716671014871,173,0.022,1456,0.188,85.9,10,7,0,3
"E02005893","Ollerton & Boughton","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.24,23.81,9,39.91,29.01,3,656,0.0568260568260568,873,0.0756237006237006,273,0.024,2693,0.239,78.1,2,3,0,2
"E02005894","Edwinstowe & Clipstone","highest heat risk","Lowest heat risk","High heat, not enhanced risk",36.41,24.08,9,39.58,29.07,3,765,0.0628749897263089,958,0.0787375688337306,397,0.034,2449,0.208,80,3,5,0,3
"E02005895","Muskham, Sutton on Trent & Walesby","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.31,25.15,8,39.81,29.06,3,330,0.0403422982885086,975,0.11919315403423,145,0.018,1382,0.171,83.9,9,1,0,4
"E02005896","Winthorpe, Coddington & Collingham","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.1,25.26,7,40.09,29.13,3,307,0.0394094993581515,1129,0.144929396662388,165,0.022,1452,0.192,82.1,6,3,0,1
"E02005897","Bilsthorpe & Farnsfield","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.07,24.74,8,39.52,29.02,3,424,0.0454010065317486,1020,0.109219402505622,275,0.03,1881,0.203,82.8,7,3,0,2
"E02005898","Rainworth & Blidworth","highest heat risk","Lowest heat risk","High heat, not enhanced risk",37.65,24.9,8,39.1,29.2,2,578,0.0511685552407932,806,0.0713526912181303,314,0.028,2730,0.24,79.8,3,7,2,1
"E02005899","Newark North","highest heat risk","Highest heat risk","High heat and enhanced risk",39.29,26.37,5,40.15,29.22,2,731,0.0614802354920101,742,0.0624053826745164,678,0.058,2140,0.183,78.2,2,1,0,3
"E02005900","Southwell","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.96,25.18,8,39.61,28.96,3,222,0.0291453328081922,1136,0.149140081396875,291,0.039,1378,0.182,84,9,1,0,2
"E02005901","Newark South East","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.24,26.95,4,40.11,29.23,2,541,0.0557846978758507,770,0.0793978139822644,530,0.055,1697,0.176,80.5,4,4,1,3
"E02005902","Newark South West","highest heat risk","Highest heat risk","High heat and enhanced risk",39.77,26.44,5,40.1,29.18,2,499,0.0594684781313312,726,0.0865212727922774,297,0.036,1857,0.226,80.8,4,2,1,2
"E02005903","Balderton","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.63,26.9,4,40.14,29.2,2,528,0.0500379075056861,1165,0.110405610310842,341,0.033,2007,0.194,82,6,0,0,4
"E02005904","Fernwood, Farndon & Fiskerton","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.01,25.1,8,39.97,29.05,3,444,0.0456320657759507,931,0.0956834532374101,381,0.04,1540,0.163,82.2,6,4,0,4
"E02005905","Lowdham, Bleasby & Gunthorpe","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.31,25.17,8,39.72,29.01,3,189,0.0274111675126904,790,0.114575779550399,505,0.075,1262,0.188,84.7,10,3,0,2
"E02001709","North Gosforth","lower heat risk","Lowest heat risk","Lower heat risk",34.73,23.57,9,36.27,26.75,9,502,0.0478414180882493,1089,0.103783474697417,1549,0.15,1539,0.149,84.1,9,2,0,0
"E02001710","Fawdon South","lower heat risk","Highest heat risk","Lower heat risk",36.56,25.03,8,36.39,26.92,9,448,0.0445018376874938,740,0.0735074997516638,1396,0.138,2467,0.244,77,1,3,0,2
"E02001711","Woolsington & Airport","lower heat risk","Highest heat risk","Lower heat risk",34.62,23.01,10,36.43,26.87,9,667,0.0637911247130834,783,0.074885233358837,917,0.093,2311,0.234,77.6,2,4,0,2
"E02001712","South Gosforth","lower heat risk","Medium heat risk","Lower heat risk",36.29,25.09,8,36.37,27.04,8,554,0.0582238570677877,854,0.0897530215449291,1125,0.12,1461,0.156,85.5,10,4,0,2
"E02001713","Coxlodge & West Gosforth","lower heat risk","Medium heat risk","Lower heat risk",36.67,25.1,8,36.3,27.05,8,490,0.0486593843098312,922,0.0915590863952334,1576,0.157,1625,0.162,84.1,9,4,1,5
"E02001714","High Heaton","lower heat risk","Lowest heat risk","Lower heat risk",36.09,25,8,36.41,27.09,8,532,0.0540046695766927,681,0.0691300375596386,1937,0.2,1423,0.147,82.4,7,3,1,1
"E02001715","Kenton","lower heat risk","Highest heat risk","Lower heat risk",36.6,25.1,8,36.3,27.17,8,746,0.0623537278502173,695,0.058090939485122,2505,0.212,2516,0.213,78,2,2,0,3
"E02001718","Blakelaw","lower heat risk","Highest heat risk","Lower heat risk",37.55,25.77,6,36.35,27.15,8,469,0.0701990719952103,452,0.0676545427331238,660,0.1,1541,0.233,78.7,2,1,0,2
"E02001719","North Heaton","lower heat risk","Medium heat risk","Lower heat risk",36.18,25.25,7,36.53,27.19,8,390,0.0456781447645819,705,0.0825720309205903,1190,0.139,1509,0.176,82.5,7,0,0,0
"E02001720","North Jesmond","lower heat risk","Medium heat risk","Lower heat risk",36.07,24.46,9,36.47,27.23,8,123,0.0124029444388424,327,0.0329736815569225,1013,0.107,1120,0.118,83.3,8,3,0,1
"E02001721","Throckley & Newburn","lower heat risk","Medium heat risk","Lower heat risk",35.98,23.79,9,37.01,27.14,8,617,0.055736224028907,1053,0.0951219512195122,464,0.043,2402,0.224,80.5,4,3,0,0
"E02001722","Denton","lower heat risk","Highest heat risk","Lower heat risk",37.87,25.78,6,36.59,27.16,8,622,0.0648051677432799,956,0.099604084184205,669,0.071,2165,0.228,81.1,5,1,0,1
"E02001723","Cowgate","lower heat risk","Highest heat risk","Lower heat risk",36.95,25.51,7,36.41,27.26,8,462,0.0623987034035656,403,0.054430037817396,2381,0.332,1390,0.194,79.1,2,1,0,1
"E02001724","South Jesmond & Sandyford","lower heat risk","Medium heat risk","Lower heat risk",36.06,25.02,8,36.57,27.33,8,131,0.014031705227078,460,0.0492716366752356,973,0.108,1244,0.139,81.3,5,3,1,3
"E02001725","Heaton South & Byker North","lower heat risk","Highest heat risk","Lower heat risk",36.65,25.79,6,36.65,27.28,8,344,0.0365452034420482,276,0.0293211515988527,1651,0.18,1842,0.201,76.5,1,1,0,2
"E02001726","Fenham","lower heat risk","Highest heat risk","Lower heat risk",37.66,25.77,6,36.57,27.24,8,689,0.0577584038896806,723,0.0606086008885908,3610,0.306,2245,0.19,80.6,4,1,0,5
"E02001727","Walkergate","lower heat risk","Highest heat risk","Lower heat risk",35.76,25.28,7,36.63,27.18,8,446,0.050526792794834,777,0.0880253766851705,771,0.088,1852,0.212,80.2,4,0,0,2
"E02001728","Lemington","lower heat risk","Medium heat risk","Lower heat risk",36.76,24.74,8,37.07,27.25,8,504,0.0528856243441763,819,0.0859391395592865,417,0.044,1995,0.211,80.5,4,3,0,1
"E02001729","Nunsmoor","lower heat risk","Highest heat risk","Lower heat risk",37.02,25.64,7,36.35,27.36,8,897,0.0708251085669167,242,0.0191077773391236,6743,0.548,1769,0.144,78.6,2,1,2,0
"E02001732","Scotswood","lower heat risk","Highest heat risk","Lower heat risk",37.28,25.49,7,37.19,27.33,8,378,0.0643404255319149,362,0.0616170212765957,883,0.155,1281,0.225,80.2,4,0,0,1
"E02001734","Benwell","lower heat risk","Highest heat risk","Lower heat risk",37.65,25.84,6,36.95,27.35,8,511,0.0620145631067961,542,0.0657766990291262,1956,0.239,1756,0.215,77.1,1,4,0,3
"E02001735","Walker North","lower heat risk","Highest heat risk","Lower heat risk",35.43,25.3,7,36.69,27.27,8,421,0.0629579781665919,480,0.0717810677433827,820,0.124,1708,0.258,76.6,1,2,0,0
"E02001737","Walker South","lower heat risk","Highest heat risk","Lower heat risk",33.26,24.1,9,36.79,27.24,8,443,0.0708233413269384,383,0.0612310151878497,877,0.142,1735,0.28,75.6,1,1,0,0
"E02006893","Westerhope","lower heat risk","Medium heat risk","Lower heat risk",36.8,24.49,9,36.52,27.11,8,494,0.0447342207733406,1543,0.139726523589604,438,0.04,2126,0.196,81,5,1,0,4
"E02007095","Newcastle Great Park & Dinnington","lower heat risk","Lowest heat risk","Lower heat risk",33.84,21.85,10,36.15,26.49,9,965,0.0881681132937414,508,0.0464138876199178,1372,0.138,1520,0.153,80.9,4,2,0,1
"E02007096","Kingston Park","lower heat risk","Lowest heat risk","Lower heat risk",35.45,23.95,9,36.43,26.94,9,243,0.0410057374282821,344,0.0580492743840702,973,0.164,903,0.152,80.9,4,1,0,0
"E02007097","Heaton Park & Portland Road","lower heat risk","Highest heat risk","Lower heat risk",36.62,25.86,6,36.68,27.31,8,175,0.0202992692263079,117,0.0135715114255887,1294,0.149,1368,0.158,79.4,3,0,0,1
"E02007098","Byker East","lower heat risk","Highest heat risk","Lower heat risk",36.71,25.84,6,36.71,27.3,8,424,0.0624263839811543,501,0.0737632508833922,798,0.123,1625,0.25,74.4,1,2,0,1
"E02007099","Newcastle City Centre","lower heat risk","Highest heat risk","Lower heat risk",36.37,25.09,8,36.5,27.33,8,108,0.00987293171222232,154,0.0140780692933541,3694,0.36,1366,0.133,78.2,2,7,4,3
"E02007100","Shieldfield & Quayside","lower heat risk","Highest heat risk","Lower heat risk",36.36,25.77,6,36.61,27.38,8,84,0.00925619834710744,111,0.0122314049586777,2031,0.241,1431,0.17,79.4,3,0,0,1
"E02007101","Elswick North","lower heat risk","Highest heat risk","Lower heat risk",37.52,26.04,6,36.42,27.34,8,880,0.0901546972646245,201,0.0205921524433972,5574,0.58,1493,0.155,74.2,1,5,0,4
"E02007102","Arthur's Hill","highest heat risk","Highest heat risk","High heat and enhanced risk",37.34,26.23,5,36.63,27.38,8,278,0.0344699318040918,141,0.0174829510229386,3342,0.444,1309,0.174,78.2,2,0,0,1
"E02007103","Byker South & St Peters","lower heat risk","Highest heat risk","Lower heat risk",36.36,25.86,6,36.76,27.37,8,383,0.0593798449612403,213,0.0330232558139535,1510,0.234,1632,0.253,74.4,1,4,0,0
"E02007104","Elswick South","lower heat risk","Highest heat risk","Lower heat risk",36.58,25.63,7,36.97,27.39,8,363,0.065205676306808,190,0.0341296928327645,3003,0.543,1289,0.233,74.2,1,2,0,2
"E02006158","Kidsgrove East","highest heat risk","Lowest heat risk","High heat, not enhanced risk",35.56,24.81,8,36.3,28.64,4,337,0.0414004914004914,789,0.0969287469287469,164,0.02,1356,0.168,83,7,2,1,0
"E02006159","Kidsgrove Central","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.25,26.27,5,36.65,28.63,4,295,0.0521201413427562,555,0.0980565371024735,173,0.03,1311,0.23,77.4,1,2,0,1
"E02006160","Kidsgrove West","highest heat risk","Medium heat risk","High heat, not enhanced risk",36.88,25.58,7,36.65,28.62,4,480,0.0547632629777524,767,0.0875071306332002,273,0.032,1818,0.211,81.3,5,3,0,2
"E02006161","Talke & Crackley","highest heat risk","Lowest heat risk","High heat, not enhanced risk",36.56,25.31,7,36.35,28.89,3,281,0.0421415716856629,625,0.0937312537492501,407,0.062,1268,0.193,82.5,7,2,0,0
"E02006162","Audley & Bignall End","highest heat risk","Lowest heat risk","High heat, not enhanced risk",35.72,24.19,9,36.62,28.53,5,359,0.043457208570391,806,0.0975668805229391,200,0.024,1772,0.213,81.9,6,2,0,2
"E02006163","Bradwell","highest heat risk","Medium heat risk","High heat, not enhanced risk",37.99,26.13,5,36.52,29.33,2,443,0.0548538880633977,700,0.0866765725606736,380,0.048,1829,0.232,77.6,2,3,0,2
